claim_amount,previous_claims,rejected_claims,claim_frequency,evidence_status,document_consistency,claim_after_policy,risk
465485,1,1,0,0,2,0,Medium
713919,6,1,2,1,1,20,High
265198,9,2,1,2,1,7,High
487535,1,2,2,1,2,0,High
787285,3,1,0,2,2,8,High
640635,1,2,0,2,1,18,High
330931,5,0,2,2,2,20,High
317632,7,2,2,1,1,8,High
356585,9,2,2,1,2,20,High
750023,3,1,1,0,0,24,Medium
42431,4,0,0,0,1,9,Low
343825,3,3,2,1,0,23,High
214555,2,3,0,1,2,22,High
667008,4,4,2,1,0,10,High
593441,8,2,0,1,2,0,High
288512,7,2,1,2,1,19,High
964928,7,0,0,2,2,24,High
918792,7,3,2,2,2,7,High
196076,7,4,0,1,1,19,High
239724,6,0,1,2,2,11,High
919187,7,2,1,2,1,0,High
601273,7,3,0,0,2,9,High
856501,7,4,2,0,1,3,High
334470,9,1,1,2,0,14,High
653025,6,3,1,2,2,18,High
756421,0,4,0,2,2,5,High
698758,3,0,1,1,2,4,High
773753,3,1,1,0,1,4,High
70861,4,4,2,0,2,17,High
358041,9,4,2,0,1,2,High
232977,5,2,2,2,2,21,High
671406,3,3,0,1,0,1,High
875009,1,2,1,0,2,3,Medium
741001,5,1,0,0,0,17,High
29078,7,4,1,1,1,8,High
962507,7,2,1,2,0,18,High
344912,6,3,1,2,2,9,High
595335,5,1,2,0,2,21,High
878058,1,0,0,0,1,14,Medium
864092,6,2,0,1,2,0,High
779746,4,1,1,0,2,10,High
987290,5,0,0,1,1,13,High
415141,9,2,2,0,1,9,High
235048,7,1,0,0,0,18,Medium
780581,7,1,1,0,1,23,High
662120,2,2,2,2,2,20,High
936838,6,1,2,1,1,15,High
669438,0,4,1,1,2,7,High
177087,0,2,0,2,0,1,Medium
53320,6,1,1,2,1,22,High
347025,9,0,0,2,2,24,High
635115,8,0,0,1,1,6,High
533287,6,4,2,0,1,18,High
384359,9,2,1,2,1,6,High
963793,4,1,2,2,1,14,High
279931,7,1,1,2,0,7,High
940893,1,0,1,0,2,13,Medium
963187,8,4,2,0,1,0,High
426845,5,0,1,2,2,12,High
867982,8,0,1,0,0,2,Medium
569114,1,4,0,2,2,20,High
120734,2,2,1,0,2,5,Medium
177702,7,1,1,1,0,18,Medium
774122,0,2,2,1,1,14,High
197235,9,3,2,0,2,3,High
118511,6,3,1,1,2,20,High
293797,6,3,0,1,1,2,High
703321,0,4,0,1,1,3,High
626229,8,0,2,2,2,4,High
749497,7,2,1,0,0,17,High
840094,3,1,1,0,1,24,High
118818,9,3,0,0,1,9,Medium
993950,4,2,0,1,0,7,High
172360,1,3,0,2,2,11,Medium
797915,8,3,2,0,1,21,High
639369,5,1,1,1,2,2,High
581165,2,4,2,2,2,17,High
393706,6,0,1,2,2,22,High
952817,8,4,2,0,0,7,High
231957,2,2,1,0,2,0,High
92715,1,4,0,1,2,13,Medium
161398,6,2,0,0,1,21,Medium
654379,6,2,0,1,1,22,High
539052,3,0,2,2,0,12,High
152632,8,1,0,2,0,24,Medium
885580,7,0,1,2,1,11,High
103186,0,4,2,2,1,2,High
964249,0,2,1,0,0,17,Medium
707250,4,3,2,0,2,20,High
171094,5,3,1,1,0,12,High
930061,2,2,1,1,2,14,High
990083,8,0,2,1,1,9,High
614604,9,1,2,1,1,0,High
48380,5,0,0,1,1,5,Medium
654486,3,2,0,2,2,8,High
284500,6,2,1,2,0,9,High
90326,7,1,1,2,2,14,High
898879,8,4,1,1,0,8,High
659282,5,4,2,2,0,22,High
240971,5,1,2,2,0,13,High
826481,7,4,0,2,1,10,High
488933,4,3,1,2,0,6,High
911793,2,4,0,0,1,23,High
822514,2,4,2,1,0,1,High
807093,5,4,2,1,0,13,High
188484,1,3,2,0,1,5,Medium
809352,5,4,0,2,1,4,High
504410,5,3,2,2,2,4,High
789666,7,1,1,2,0,18,High
997819,6,0,0,1,1,18,High
361705,7,1,2,1,2,5,High
815378,8,0,0,1,2,9,High
245314,5,1,0,1,1,22,High
458716,2,0,2,1,0,13,Medium
779900,9,0,2,0,2,16,High
822741,2,2,0,1,0,2,High
599518,0,0,0,2,0,0,Medium
918254,4,0,2,1,2,9,High
511872,3,2,1,0,1,2,High
536998,8,4,0,2,0,4,High
967531,8,4,0,0,1,24,High
539984,4,2,1,2,2,18,High
485757,9,3,2,1,0,9,High
394484,3,0,2,0,1,24,Medium
528062,6,0,1,2,1,15,High
603609,5,2,2,1,0,0,High
152028,3,2,2,2,1,5,High
251447,9,3,0,0,1,8,High
880563,1,4,0,0,2,4,High
461124,0,1,0,0,2,13,Medium
832395,3,4,1,0,1,9,High
646045,3,0,2,1,1,1,High
452659,0,2,2,2,0,4,High
905691,5,3,0,1,2,0,High
321207,3,4,0,0,0,24,Medium
396369,0,3,1,2,1,9,High
398544,0,4,2,0,0,24,Medium
362962,0,0,1,1,1,21,Medium
286847,7,1,2,1,2,8,High
740488,9,3,1,1,2,2,High
616387,7,3,0,2,1,14,High
439065,1,1,1,2,2,3,High
707220,6,3,1,0,1,12,High
51585,7,3,0,2,0,5,High
435231,7,4,2,2,1,19,High
587873,9,4,2,1,0,16,High
309102,6,1,0,0,1,22,Medium
308161,4,0,1,1,2,4,High
406821,0,3,1,0,1,14,Medium
982854,8,0,1,0,1,7,High
949705,6,1,2,2,1,24,High
835858,1,1,1,1,2,4,High
299922,5,4,2,2,1,23,High
720601,1,3,1,2,2,12,High
62229,0,2,0,2,1,0,Medium
106652,6,1,0,0,0,0,Medium
934699,1,3,2,1,1,6,High
269474,1,0,2,1,0,21,Medium
723724,4,4,0,2,2,4,High
932935,4,0,0,0,2,13,Medium
280116,6,1,1,1,1,14,High
891310,0,1,0,1,2,20,High
863488,7,0,2,2,1,24,High
964994,2,1,0,0,2,16,High
540985,3,3,2,2,0,23,High
39975,8,1,2,1,2,17,High
177795,3,4,1,0,0,6,Medium
436495,9,3,1,2,1,21,High
229373,4,2,1,1,1,17,High
949065,6,1,1,2,1,18,High
217133,3,1,0,2,0,19,High
894829,0,4,1,2,1,6,High
724513,8,4,0,0,1,7,High
315286,3,0,1,1,0,12,Medium
833348,8,0,1,1,2,17,High
608612,5,0,2,1,1,23,High
196037,0,4,0,1,2,10,Medium
408076,2,0,2,0,2,8,High
680008,1,0,1,2,1,22,Medium
710493,8,2,0,1,1,0,High
988181,0,0,1,0,0,21,Medium
640347,8,1,2,2,0,7,High
642605,8,4,0,0,1,20,High
745495,7,3,2,0,2,11,High
317190,7,2,1,1,0,1,High
460280,0,4,1,1,0,14,Medium
121459,7,4,1,2,1,20,High
781985,9,1,0,2,1,23,High
220422,2,0,2,1,1,17,High
852325,6,1,2,0,1,16,High
121520,0,0,1,1,0,14,Low
932250,0,0,2,2,0,19,High
605560,9,4,0,0,0,19,High
767512,4,0,1,0,2,8,High
536123,4,2,1,0,0,2,Medium
349793,7,2,1,1,0,19,High
346818,6,2,0,1,1,18,High
164832,7,4,1,2,0,17,High
172999,5,1,1,0,0,19,Medium
368619,5,3,1,0,0,7,High
81367,1,0,1,1,1,0,Medium
773315,5,3,2,2,0,23,High
425804,4,1,1,2,0,23,High
928182,2,1,0,0,2,14,High
777038,5,4,1,1,2,18,High
255806,7,2,1,0,2,9,High
924586,8,2,2,1,2,11,High
727593,0,1,1,2,1,5,High
64738,2,4,2,0,2,12,High
577685,2,4,0,0,0,3,High
364333,7,0,2,0,2,12,High
358511,0,2,1,2,1,16,Medium
222332,4,1,0,0,2,0,High
402729,2,3,1,2,2,4,High
883051,1,2,2,1,1,23,High
131453,7,0,0,2,1,16,Medium
39816,2,4,0,1,1,17,Medium
979744,6,1,2,2,1,6,High
943780,0,2,2,2,1,15,High
789299,5,3,0,0,1,7,High
885962,2,0,0,2,0,11,High
436715,7,0,2,0,2,13,High
391000,5,2,1,1,2,18,High
233567,1,3,0,1,1,10,Medium
534933,5,0,2,0,1,11,High
615923,6,1,1,1,0,12,High
914235,4,0,0,2,0,7,High
236184,2,3,0,0,1,0,High
318090,3,4,2,0,0,8,High
337348,3,4,1,0,0,1,High
202958,5,2,0,1,1,13,High
297707,9,3,1,1,1,12,High
112324,0,0,1,2,1,15,Medium
243536,3,0,0,2,1,1,High
777232,9,4,1,0,2,3,High
291991,3,4,0,2,2,11,High
46155,9,1,1,1,1,15,Medium
361815,0,4,0,2,0,9,Medium
661179,8,1,2,1,1,2,High
889742,3,0,0,2,2,3,High
480494,6,1,0,1,0,5,High
169381,2,1,0,1,2,22,Medium
151691,9,2,1,2,1,4,High
496410,2,4,2,2,2,17,High
463324,7,1,1,1,2,2,High
54707,7,0,1,0,2,9,Medium
957841,0,3,0,2,0,10,High
538477,9,1,1,1,2,18,High
887969,1,4,0,2,0,13,High
741864,7,2,2,2,1,20,High
722974,0,0,1,2,1,10,Medium
766788,7,2,1,2,2,20,High
373299,7,3,1,2,0,3,High
806713,1,1,0,0,1,23,Medium
178492,3,1,0,0,0,21,Low
494112,5,4,1,0,0,5,High
190102,8,1,1,1,2,16,High
414274,7,0,2,0,2,21,High
237285,7,3,2,0,0,18,High
358404,6,2,2,1,0,12,High
179476,8,3,2,0,2,21,High
778842,1,1,2,2,0,9,High
180928,2,2,0,0,2,10,Medium
684560,9,4,2,0,0,5,High
870610,7,3,2,0,2,1,High
316141,5,2,1,2,0,0,High
963115,9,2,0,2,2,10,High
663561,8,2,2,2,0,15,High
716595,9,0,2,2,1,2,High
268500,3,3,2,1,1,4,High
710417,7,2,1,2,0,14,High
152311,9,3,1,2,1,14,High
779034,2,2,1,2,0,3,High
265546,2,4,2,2,0,22,High
216733,7,4,1,1,1,3,High
671233,4,4,2,0,0,7,High
589560,2,1,0,0,2,6,High
895825,9,2,2,2,0,24,High
867644,0,1,1,2,0,16,High
166470,2,3,0,2,1,14,High
664318,8,1,2,0,2,4,High
338647,4,3,0,0,0,12,Medium
944142,9,3,0,2,0,3,High
26570,1,3,0,0,0,21,Low
350929,6,1,2,1,0,16,High
553398,1,2,1,2,0,21,High
519115,3,1,2,2,0,16,High
99141,6,2,1,1,2,13,High
32115,3,2,2,1,2,13,High
59062,6,3,2,0,0,16,High
829343,6,1,2,1,0,7,High
648349,0,2,1,2,1,1,High
314700,5,4,2,0,2,12,High
410479,8,2,0,1,2,21,High
546257,1,4,2,0,0,15,High
850185,2,1,0,0,2,15,High
417686,9,1,1,0,2,5,High
141863,4,1,1,0,1,21,Medium
816657,8,2,2,1,1,23,High
521076,3,0,2,2,2,3,High
667296,0,2,2,2,2,2,High
520726,3,2,0,1,2,5,High
698556,5,3,1,2,0,3,High
650111,4,3,0,0,1,17,High
820101,0,2,0,0,0,5,Medium
974884,3,4,2,0,1,4,High
930830,5,3,2,1,1,8,High
654965,9,2,0,0,1,10,High
791246,9,0,0,0,2,5,High
68320,3,4,2,1,1,15,High
984918,8,1,2,0,0,18,High
516758,4,2,0,0,1,10,Medium
166649,7,2,2,2,0,20,High
145354,8,4,2,1,1,14,High
632297,9,3,0,0,1,23,High
801725,4,3,0,0,2,8,High
468625,5,3,1,0,0,23,High
48625,0,1,0,0,1,18,Low
756400,6,4,2,2,1,24,High
306233,3,4,0,2,0,18,High
56487,1,3,0,2,1,23,Medium
479054,4,3,0,2,2,8,High
248071,2,0,1,1,0,22,Medium
916880,5,0,1,0,2,3,High
508011,7,2,2,2,0,9,High
332282,6,2,1,0,0,8,Medium
193895,2,4,0,1,0,18,Medium
450424,7,4,1,0,1,14,High
336205,1,1,0,0,0,18,Low
968163,9,1,1,2,0,1,High
121376,8,0,1,2,0,9,Medium
445106,3,2,1,1,2,18,High
885566,0,0,0,0,0,16,Low
853487,7,0,1,2,1,19,High
787629,6,2,0,2,0,23,High
301652,4,1,0,2,0,20,High
979791,9,2,2,1,2,1,High
492132,4,3,1,0,1,18,High
178056,6,3,2,2,1,16,High
654457,4,3,2,0,1,17,High
814557,7,4,0,1,0,16,High
580347,5,1,1,0,0,1,High
482785,4,1,0,2,1,18,High
647697,8,4,0,0,1,0,High
954591,1,0,1,0,2,10,Medium
519653,0,3,0,1,1,24,High
549992,7,3,1,1,0,9,High
998080,2,0,1,0,0,4,Medium
748744,6,2,0,0,0,15,High
762488,9,2,0,0,2,23,High
655567,7,1,2,1,1,4,High
702568,5,4,0,1,0,23,High
662804,9,1,1,0,2,22,High
542828,8,2,2,1,2,11,High
498366,6,0,1,2,0,3,High
741384,9,1,2,1,2,22,High
977386,4,3,0,1,2,5,High
439139,7,3,0,1,0,18,High
539777,1,0,0,2,2,8,High
396188,6,2,1,2,0,11,High
252549,3,3,2,2,0,14,High
573453,8,3,1,0,2,15,High
611491,0,4,2,0,0,12,High
504965,6,1,0,2,0,24,High
810546,5,2,1,0,1,20,High
56321,7,1,0,0,0,23,Medium
355441,4,2,1,0,1,6,Medium
903084,0,3,0,2,1,24,High
905736,0,4,1,1,1,22,High
265014,8,1,1,2,1,19,High
176498,9,3,2,2,2,3,High
37772,5,2,0,0,2,10,Medium
910186,9,1,2,0,0,7,High
810144,4,1,2,1,0,5,High
414583,0,3,0,1,0,24,Medium
258389,5,1,1,1,2,9,High
659430,5,4,2,1,1,6,High
636024,2,4,0,2,2,6,High
71924,7,3,1,1,2,3,High
548014,0,2,2,2,0,2,High
371296,0,3,2,0,0,23,Medium
47723,5,4,2,1,0,6,High
933401,9,0,1,0,1,3,High
778470,0,0,2,0,1,12,Medium
906926,5,1,1,2,2,19,High
684468,0,1,2,1,1,16,High
228786,5,0,0,2,0,6,High
579931,2,4,2,0,1,16,High
706684,7,1,0,1,1,3,High
910328,5,3,0,0,1,10,High
234432,0,3,0,0,1,2,Medium
159999,4,4,1,1,0,10,Medium
900112,7,1,0,1,0,2,High
378690,2,3,2,1,2,11,High
959947,5,1,1,2,2,0,High
99973,4,1,0,2,2,3,High
869881,5,3,1,0,1,13,High
654122,9,0,1,1,1,0,High
780674,0,3,1,0,0,13,Medium
473449,6,4,2,0,2,12,High
307681,8,2,0,0,0,12,Medium
514509,1,3,1,0,2,23,High
884008,9,1,1,0,2,14,High
651810,4,1,1,1,2,16,High
566900,9,3,0,2,1,11,High
245049,3,2,1,1,2,21,High
288615,5,3,1,1,2,22,High
186703,5,2,2,1,1,13,High
784357,1,2,0,2,2,11,High
767419,1,4,2,2,1,17,High
51348,3,1,0,2,1,3,Medium
215804,0,1,0,1,0,13,Medium
807609,8,2,0,2,1,18,High
155832,6,1,2,0,1,12,Medium
314923,6,0,2,2,1,24,High
303780,2,2,2,1,2,22,High
626177,2,1,2,1,0,17,High
73551,0,0,1,0,2,10,Low
424772,2,4,1,2,1,5,High
965102,2,1,1,2,1,8,High
686923,3,0,0,0,0,11,Medium
591107,3,3,1,1,0,18,High
355914,2,3,0,1,1,13,High
440182,9,0,2,2,1,14,High
232781,7,2,0,2,2,10,High
473105,7,2,0,2,1,5,High
702347,0,1,1,2,2,13,High
885146,6,3,2,2,0,2,High
733708,1,2,2,1,2,18,High
568884,0,2,1,1,1,19,Medium
970678,2,3,2,1,2,24,High
870538,3,4,2,1,2,10,High
79182,5,2,2,0,0,23,Medium
369307,9,0,1,1,2,16,High
321454,4,1,2,0,1,16,High
338232,3,2,0,1,2,22,High
673091,7,2,0,2,2,2,High
159978,3,4,2,2,2,13,High
843346,9,0,1,2,1,6,High
916782,1,1,1,0,2,24,Medium
589667,2,2,1,1,1,18,High
491828,5,1,2,1,2,2,High
790188,7,3,2,0,0,1,High
278517,7,2,0,0,0,16,Medium
975154,8,2,1,0,0,8,High
460097,6,3,0,0,1,21,High
328557,1,4,0,0,1,5,Medium
157084,7,2,1,2,1,23,High
725475,6,1,2,1,2,20,High
813583,7,0,2,0,1,8,High
602004,2,1,0,2,1,4,High
900179,6,4,0,0,1,1,High
768013,9,0,0,2,1,21,High
711738,8,1,0,0,0,14,High
718012,2,1,1,1,2,8,High
223502,9,3,0,0,0,18,High
164539,5,4,0,0,2,9,High
444226,1,3,2,1,2,3,High
541863,1,0,2,1,0,9,Medium
141999,4,3,2,0,1,7,Medium
134793,4,4,1,1,0,21,Medium
992195,6,2,1,1,2,12,High
477373,1,2,2,2,2,6,High
390321,6,0,2,1,1,6,High
32289,4,2,0,1,0,3,Medium
720336,5,3,0,0,2,14,High
718956,7,0,1,0,0,11,Medium
960675,9,4,1,2,1,15,High
775801,3,0,0,0,1,5,Medium
277368,6,0,2,1,2,8,High
106365,5,1,0,1,1,2,Medium
774950,9,1,1,1,2,7,High
920446,1,0,1,0,2,6,Medium
195211,7,2,0,1,1,3,Medium
199785,9,1,0,1,1,12,Medium
967238,8,4,0,2,0,18,High
92588,4,3,1,2,0,6,High
83646,9,1,2,2,2,9,High
285798,3,0,0,0,0,24,Medium
502238,5,2,1,1,2,11,High
825175,7,3,1,1,1,2,High
854800,2,1,1,1,1,24,High
765385,9,2,0,2,0,23,High
749532,0,2,0,1,2,11,High
943945,3,2,2,1,2,18,High
139735,3,0,1,1,0,14,Medium
175683,0,4,0,1,2,7,Medium
926323,8,2,1,1,2,11,High
652259,2,3,1,0,1,19,High
556437,4,1,2,1,2,5,High
382246,5,3,0,0,2,9,High
341333,7,0,0,1,2,1,High
783264,5,0,1,0,0,23,Medium
959179,2,3,1,1,0,12,High
877463,5,4,2,1,0,24,High
586956,0,0,2,1,2,6,High
426889,3,0,2,1,2,7,High
632492,5,3,2,2,0,22,High
231830,6,0,2,1,0,15,High
216501,9,4,2,0,2,10,High
436885,2,4,1,2,2,3,High
185140,8,4,2,2,1,16,High
764149,6,1,1,1,0,15,High
160507,0,4,1,0,2,18,Medium
245160,1,4,0,0,0,22,Medium
203321,0,1,1,2,0,10,Medium
581672,8,2,1,0,0,6,High
541998,8,0,2,1,1,12,High
626217,6,4,1,1,2,18,High
934391,9,0,2,1,2,16,High
620441,2,3,2,1,0,24,High
779416,4,0,2,1,2,21,High
95388,3,1,0,2,1,12,Medium
575689,6,0,2,1,0,11,High
538727,8,0,1,1,1,6,High
747191,1,0,2,2,1,0,High
663791,7,2,2,2,2,0,High
252601,8,2,2,2,2,19,High
147834,9,3,0,0,1,22,Medium
54084,9,1,1,0,2,13,Medium
271459,8,0,0,1,1,14,Medium
654929,9,0,1,1,1,10,High
125111,6,0,0,1,0,23,Medium
469042,8,0,1,0,1,8,Medium
449667,8,2,0,1,1,16,High
682587,2,3,2,1,2,3,High
182982,3,4,0,0,0,19,Medium
318185,1,1,0,2,2,18,High
895352,9,0,2,0,0,6,High
347825,2,3,2,1,2,0,High
254386,4,4,1,0,1,8,High
363715,4,3,1,2,0,12,High
216553,5,2,1,2,0,23,High
481792,6,4,0,2,0,1,High
521174,6,3,1,2,0,1,High
804625,0,2,0,2,2,23,High
671844,1,3,0,2,2,14,High
215246,8,3,1,1,0,16,High
570448,9,4,1,1,0,12,High
266242,1,2,0,0,0,6,Low
531083,5,0,2,1,2,8,High
37633,0,1,2,2,0,11,Medium
823446,2,4,0,1,0,2,High
886964,1,2,1,0,0,22,Medium
69104,2,3,0,2,2,21,High
979125,4,2,0,1,1,14,High
883663,9,1,1,1,1,6,High
88388,5,1,2,0,2,22,High
560302,8,0,0,2,1,0,High
112578,9,0,2,0,0,13,Medium
709115,3,1,2,2,0,18,High
584678,6,4,1,2,2,15,High
305855,5,4,0,1,2,9,High
111658,1,3,0,0,1,0,Medium
77993,9,0,2,0,1,4,Medium
225768,7,3,2,0,0,2,High
178285,6,0,1,2,2,16,High
791148,6,1,2,0,1,17,High
471000,7,4,1,2,1,20,High
813853,0,4,0,0,0,18,Medium
762296,0,1,1,0,0,21,Medium
562015,7,3,2,1,0,24,High
918850,3,3,0,0,0,21,High
548646,4,2,1,1,1,17,High
347252,7,0,0,1,2,15,High
277681,4,3,1,2,2,1,High
114018,9,1,2,0,0,14,Medium
406601,3,3,2,0,0,12,High
969621,5,4,0,0,1,12,High
314054,4,0,0,1,0,15,Medium
671176,6,2,0,0,2,7,High
249104,9,0,1,2,0,10,High
862186,6,4,2,2,2,7,High
213510,3,4,0,0,0,21,Medium
129847,4,4,0,1,0,9,Medium
966875,2,4,0,2,2,22,High
464717,3,1,1,2,1,0,High
474162,3,2,0,1,1,11,Medium
844899,2,4,0,2,0,8,High
955129,9,4,1,1,0,4,High
316037,4,3,1,2,2,8,High
96329,4,2,0,1,2,15,Medium
51007,6,0,0,2,0,17,Medium
714892,3,2,1,0,2,7,High
336397,3,2,2,2,1,22,High
32323,8,2,1,2,1,10,High
917767,5,4,2,0,2,19,High
132356,3,4,0,0,2,18,Medium
655232,1,1,0,0,2,3,Medium
224451,5,0,2,0,1,19,High
951714,1,3,1,1,0,9,High
298600,4,2,0,1,2,23,High
575655,5,0,2,2,2,12,High
74624,3,0,1,2,2,19,Medium
423322,2,1,2,2,0,13,High
254565,6,3,1,1,2,20,High
88008,1,2,1,2,2,1,High
932358,5,3,1,2,1,3,High
397539,3,1,1,1,2,6,High
136492,5,4,2,2,1,18,High
92240,3,0,2,1,0,16,Medium
346459,3,2,2,1,2,15,High
745947,3,4,2,0,2,12,High
292900,8,1,2,0,1,23,High
481227,6,3,1,1,0,23,High
318522,2,0,0,1,0,21,Medium
155327,2,2,0,0,1,22,Medium
951988,5,4,2,2,0,17,High
669991,5,4,2,2,0,20,High
862981,3,0,0,2,0,11,High
185575,8,3,1,1,0,22,High
880226,3,1,2,0,0,24,High
