claim_amount,previous_claims,rejected_claims,claim_frequency,evidence_status,document_consistency,claim_after_policy,risk
53923,5,2,2,2,0,11,High
209836,1,0,2,0,1,1,Medium
249147,1,1,0,1,1,13,Medium
117739,4,1,0,0,0,21,Low
374168,3,0,2,2,1,4,High
758493,3,0,1,0,1,16,Medium
924179,2,2,0,0,0,3,Medium
225979,2,0,0,1,1,13,Medium
798013,3,4,0,1,0,9,High
143899,1,0,1,0,2,23,Low
140592,1,2,0,1,1,16,Low
148272,0,0,1,2,0,3,Low
79418,0,0,0,2,0,9,Low
95931,6,4,1,1,0,16,High
347780,2,4,1,2,0,6,High
687381,1,2,1,0,0,24,Medium
699795,8,2,0,0,1,3,High
36862,1,0,0,2,0,10,Low
389432,1,2,1,1,2,8,Medium
67986,2,0,0,1,0,19,Low
125946,2,2,0,0,0,12,Low
583200,6,2,1,0,2,17,High
303418,3,2,2,2,1,21,High
301531,1,1,1,1,0,10,Medium
100752,1,0,1,1,0,0,Low
449864,7,3,2,1,1,13,High
125850,1,2,0,1,0,20,Low
20911,4,1,0,1,1,8,Medium
586961,3,1,0,1,0,21,High
814508,7,3,1,1,2,18,High
874727,6,4,0,0,1,20,High
331919,3,1,0,1,2,8,High
187116,2,0,0,0,0,4,Low
85007,6,0,1,2,1,22,Medium
353735,4,1,1,0,0,20,Medium
172703,1,0,2,0,0,15,Low
36211,0,2,0,0,1,0,Low
194698,6,1,1,1,1,16,Medium
78364,0,0,2,0,0,5,Low
50257,8,0,1,1,2,17,Medium
103525,2,0,0,0,0,19,Low
360406,3,0,2,2,2,6,High
890092,9,0,1,1,2,24,High
60832,7,0,1,1,2,9,Medium
172959,1,1,1,2,0,13,Medium
112604,1,0,1,0,2,5,Low
94202,0,2,1,0,0,8,Low
69021,1,1,0,0,2,22,Low
71922,3,0,0,0,1,8,Low
690504,7,2,2,1,2,0,High
164018,2,1,1,0,0,13,Medium
59206,4,1,0,0,1,1,Medium
722583,2,1,0,0,1,21,Medium
91527,4,0,1,0,1,15,Low
193285,1,0,2,1,0,16,Low
33265,1,0,0,1,0,20,Low
63524,0,0,1,1,0,8,Low
992826,0,2,1,0,1,9,Medium
121463,1,1,0,2,0,14,Medium
308496,0,1,0,0,0,11,Low
160525,2,3,1,0,0,19,Medium
380701,6,2,2,0,2,19,High
195755,2,2,1,2,1,5,Medium
77955,1,4,2,1,0,7,Medium
696473,7,2,1,0,2,1,High
441854,2,1,2,0,0,13,Medium
845492,8,2,1,2,2,2,High
490113,5,0,0,0,1,11,Medium
418994,1,2,0,0,1,7,Medium
59459,7,2,1,1,0,23,Medium
595324,1,4,0,1,2,0,High
80548,1,0,0,0,0,3,Low
221549,9,2,0,0,0,6,Medium
125136,0,0,1,1,0,23,Low
168564,1,3,0,1,2,10,Medium
716173,1,2,1,2,2,22,High
265978,6,0,1,1,2,21,High
319815,7,1,1,2,1,24,High
154577,0,4,0,0,1,21,Low
99709,4,1,0,2,1,16,Medium
94843,0,1,0,0,2,4,Low
76670,1,0,2,1,0,20,Low
182494,1,0,1,0,2,14,Low
468096,3,1,1,0,0,8,Medium
161774,0,2,2,1,2,18,Medium
175656,9,0,0,0,0,7,Low
569175,0,4,1,1,1,18,High
761169,0,1,1,1,2,14,High
66062,2,1,0,1,0,16,Medium
512643,1,0,1,0,2,14,Medium
183394,1,4,1,0,2,6,Medium
170168,1,0,1,1,0,10,Low
167083,1,2,0,0,2,11,Low
817634,5,0,0,1,0,21,High
912602,1,4,0,0,1,23,Medium
579873,8,0,0,2,0,1,High
407988,7,4,0,1,2,4,High
800965,2,4,2,1,0,4,High
153241,0,1,0,1,1,9,Low
158431,0,1,0,0,1,6,Low
142538,1,2,1,0,1,8,Low
859726,3,2,2,0,0,22,High
34627,1,0,0,0,1,3,Low
140451,1,0,1,1,0,18,Low
592526,1,1,0,0,2,1,High
779945,3,2,1,0,0,4,Medium
209483,5,0,1,1,2,22,High
582523,1,0,0,2,0,6,Medium
161527,7,1,0,0,0,10,Medium
370804,1,3,0,0,1,20,Medium
72682,1,0,0,0,1,7,Low
59244,1,3,1,0,0,6,Low
374805,0,1,1,2,0,8,Medium
50384,0,1,0,1,0,8,Low
305434,3,4,2,1,1,22,High
49272,3,1,2,1,1,7,Medium
618915,0,2,1,0,0,4,Medium
220277,1,4,2,0,0,23,Medium
797331,4,4,1,2,1,7,High
90486,5,2,0,1,2,19,High
722240,1,1,1,1,0,1,High
204754,0,1,1,1,2,15,Medium
141837,7,4,0,0,1,17,Medium
299635,2,0,2,0,1,10,Medium
467044,9,2,2,2,1,23,High
857598,9,0,0,1,1,5,High
346665,3,0,2,0,1,14,Medium
260021,1,0,1,2,0,3,Medium
749242,9,0,0,0,1,6,Medium
73768,1,3,0,0,1,15,Low
66632,2,0,0,1,0,2,Low
41472,1,1,1,0,1,2,Low
175976,4,0,1,0,1,8,Low
411374,2,1,1,2,2,17,High
233678,3,3,1,0,0,14,Medium
670016,0,1,2,1,1,8,High
692339,6,4,2,2,0,24,High
175337,4,0,0,2,1,3,Medium
69555,3,3,0,0,1,13,Medium
281204,7,2,0,2,1,4,High
153387,6,2,1,0,1,18,Medium
193416,9,1,0,0,0,19,Medium
166300,1,1,1,2,1,9,Medium
914204,4,2,1,1,2,9,High
90467,1,2,0,0,0,1,Low
80843,1,0,0,2,0,11,Low
450587,1,4,2,0,2,9,High
462426,1,0,0,1,0,7,Low
89187,1,2,1,1,0,11,Low
690766,2,4,2,1,2,9,High
288155,0,0,0,1,0,24,Low
385967,0,2,0,0,0,17,Low
193963,1,1,0,1,0,23,Low
781380,9,2,1,0,0,16,High
830869,6,0,1,1,1,4,High
818034,7,0,1,1,0,11,High
207522,1,2,0,0,0,16,Low
178222,2,1,0,2,0,17,Medium
283503,0,4,2,1,1,2,High
98709,1,0,1,2,1,18,Medium
116651,4,0,0,0,0,0,Low
419273,1,3,2,2,2,6,High
405593,0,2,1,1,2,20,Medium
193933,9,2,0,1,1,8,Medium
196322,0,1,0,1,1,10,Low
388254,3,2,2,0,2,21,High
160948,8,0,2,2,1,17,High
698627,6,0,0,0,1,7,Medium
45685,1,2,1,0,1,3,Low
242682,9,3,0,1,0,2,High
58451,5,4,0,1,2,23,High
146845,6,4,2,0,2,19,High
32323,0,0,0,1,2,5,Low
424380,3,1,2,0,0,16,Medium
186826,3,0,2,0,0,23,Medium
807231,3,0,0,2,1,23,High
466799,0,4,1,0,1,14,Medium
153527,1,0,0,0,1,6,Low
20645,3,1,0,0,0,16,Low
177605,1,2,0,0,2,23,Low
861172,3,1,1,0,0,7,Medium
496425,4,0,1,0,2,2,Medium
85020,3,0,1,0,1,12,Low
198308,4,0,0,0,0,19,Low
114521,1,1,0,1,0,12,Low
68458,5,0,0,0,0,18,Low
210606,1,0,2,1,2,18,Medium
458345,5,3,1,1,1,24,High
441561,1,0,1,0,0,20,Low
148013,5,4,1,1,1,24,High
122775,1,1,0,0,2,12,Low
703978,1,0,0,2,0,5,Medium
291855,1,2,0,0,0,21,Low
861461,4,2,0,2,1,3,High
26220,1,3,0,0,1,19,Low
53899,4,0,2,2,1,18,Medium
803783,0,3,0,0,0,4,Medium
424060,3,0,1,0,0,10,Medium
348231,8,4,1,1,0,10,High
790112,9,0,1,0,2,4,High
961103,1,3,2,2,1,21,High
522885,0,0,0,0,1,23,Medium
244731,1,3,1,2,2,15,High
425839,7,2,1,0,1,3,High
33288,1,4,2,0,2,11,Medium
153685,1,3,0,0,0,15,Low
215333,6,1,2,1,0,11,High
712466,0,0,0,0,0,10,Low
151817,1,1,1,1,0,10,Low
532470,3,3,0,2,2,21,High
482928,0,2,2,1,0,3,Medium
143739,0,0,0,1,0,20,Low
180622,1,0,0,0,0,6,Low
162012,2,0,2,0,2,10,Medium
880587,1,0,2,1,0,17,Medium
810474,3,2,0,2,0,14,High
80563,9,4,0,2,0,9,High
204394,1,0,2,1,0,3,Medium
491376,5,2,1,0,0,12,Medium
906341,7,3,2,0,2,0,High
51444,0,0,0,0,2,17,Low
415504,8,2,1,2,1,6,High
105050,6,2,0,0,1,19,Medium
70842,1,3,0,0,2,3,Medium
143452,0,0,0,0,0,19,Low
440114,5,3,0,1,0,24,High
845325,2,2,1,1,1,9,High
290456,9,1,2,2,2,5,High
613669,5,2,2,2,0,18,High
185250,8,0,0,1,2,4,Medium
813091,5,4,2,1,2,10,High
110849,2,0,0,1,0,20,Low
471709,0,2,0,0,2,22,Medium
904824,8,3,1,1,0,0,High
161105,2,2,1,0,0,16,Medium
903547,0,0,0,2,1,7,Medium
171382,6,0,1,2,2,19,High
102697,1,3,0,0,0,10,Low
718956,0,2,1,0,2,4,Medium
64767,1,0,0,0,1,7,Low
820511,6,4,1,2,1,0,High
277231,0,0,0,1,0,3,Low
88273,2,2,1,0,0,4,Medium
30111,2,2,0,0,0,2,Low
314070,0,2,1,1,0,18,Medium
182352,1,0,0,2,0,4,Low
47757,0,1,0,0,1,12,Low
58067,1,2,1,1,0,18,Low
78259,8,1,1,0,1,24,Medium
840121,1,2,0,0,0,3,Medium
156714,0,0,2,0,1,23,Low
87114,3,1,0,0,0,21,Low
772758,4,4,1,1,1,5,High
165164,5,0,2,0,2,22,Medium
695926,1,4,1,0,0,23,Medium
174161,2,1,2,1,0,4,Medium
196353,0,3,1,0,1,1,Medium
772438,4,1,0,1,2,8,High
84407,0,0,1,0,1,20,Low
113074,0,2,1,0,1,5,Low
828537,2,1,2,2,2,4,High
299916,7,0,1,0,1,14,Medium
178598,4,0,2,2,0,18,Medium
344945,6,1,0,0,1,17,Medium
136196,3,0,1,0,1,17,Low
36029,0,0,1,0,0,1,Low
422324,0,0,0,0,1,21,Low
517457,7,3,0,0,2,6,High
358122,2,2,2,1,0,11,High
949964,5,0,0,1,0,2,High
71446,0,4,0,0,0,7,Low
144697,1,0,0,2,0,6,Low
195966,0,1,0,0,2,20,Low
134271,0,1,1,0,0,15,Low
30207,1,2,0,0,1,22,Low
491091,0,2,0,0,0,6,Low
105638,4,0,1,0,0,5,Low
404794,0,1,1,2,1,8,Medium
94553,8,0,1,2,1,11,Medium
190185,9,0,0,0,0,20,Low
157300,3,0,2,0,1,17,Medium
602523,5,3,1,0,2,23,High
890240,8,0,2,0,1,22,High
191792,6,1,0,1,0,2,Medium
79176,0,1,1,0,0,22,Low
34017,0,1,0,0,2,16,Low
306453,4,3,0,0,0,21,Medium
819543,9,4,2,0,0,3,High
55954,4,3,2,1,2,7,High
735114,2,0,1,1,2,9,High
111656,7,2,1,1,1,3,Medium
133947,1,1,0,1,1,20,Low
151406,1,1,0,0,0,1,Low
159544,4,0,1,0,0,24,Low
628659,1,0,0,0,1,2,Medium
92663,7,1,0,1,1,11,Medium
90605,3,0,0,1,0,20,Low
206601,3,1,0,0,1,10,Medium
141173,9,0,0,1,1,12,Medium
645846,7,1,1,0,1,0,High
860550,4,0,1,0,1,5,Medium
185522,1,0,0,0,0,6,Low
56928,1,0,1,0,0,8,Low
810736,7,1,1,0,0,7,High
882750,2,4,1,1,1,2,High
117756,1,2,1,0,1,6,Low
148338,1,0,1,1,0,21,Low
134589,0,4,0,0,0,24,Low
982421,5,3,1,1,0,21,High
68260,2,0,1,0,0,14,Low
591882,9,0,1,0,2,5,High
164929,1,1,0,0,0,7,Low
85896,2,3,0,0,1,23,Medium
894261,0,3,0,0,0,8,Medium
540044,1,0,0,0,0,15,Low
118782,4,1,1,0,1,24,Medium
563928,3,4,2,0,2,3,High
141747,0,2,1,0,1,2,Low
147873,0,0,0,0,0,17,Low
897322,0,4,0,1,0,10,Medium
772341,2,4,2,2,0,2,High
95224,2,0,1,0,1,11,Low
210043,8,0,1,0,1,14,Medium
100970,0,1,0,1,0,7,Low
436911,7,0,1,2,2,19,High
299677,0,1,0,2,1,10,Medium
56187,0,0,0,2,1,16,Low
248140,5,0,1,0,2,10,High
51935,4,1,1,0,0,11,Medium
949658,1,0,1,0,1,7,Medium
833071,0,2,2,2,0,21,High
175551,0,3,0,0,0,16,Low
418455,7,2,1,0,1,14,High
680858,8,1,2,0,2,8,High
52174,1,3,1,0,0,13,Low
775594,6,2,2,0,2,19,High
156164,0,1,1,0,1,23,Low
98053,5,0,2,0,0,15,Medium
44401,1,0,0,0,0,20,Low
101119,0,0,1,2,0,20,Low
102816,0,0,0,1,1,22,Low
61753,0,2,2,0,0,11,Low
54179,0,1,1,1,0,16,Low
472669,9,4,0,0,2,22,High
546336,2,0,1,2,1,19,High
833283,1,2,1,0,2,22,Medium
540047,4,4,0,2,0,24,High
655232,6,2,2,2,1,11,High
501745,9,4,0,2,1,5,High
787023,6,0,0,0,0,10,Medium
473777,3,4,1,2,0,16,High
273118,9,4,0,1,1,23,High
48910,2,4,1,0,2,23,Medium
23654,1,1,0,0,1,20,Low
107936,9,2,2,1,1,1,High
148471,1,2,2,0,0,3,Low
154415,1,1,0,0,2,19,Low
772765,1,0,2,2,0,10,High
690277,4,1,1,1,1,9,High
352426,3,1,1,1,0,7,Medium
421311,1,0,0,0,1,7,Low
385003,8,3,0,2,2,11,High
51171,1,2,1,0,0,7,Low
703488,0,0,0,0,0,8,Low
702358,5,0,0,2,1,16,High
967177,2,0,0,1,0,19,Medium
536144,8,3,1,2,0,13,High
833422,1,4,1,0,2,20,High
496197,8,1,2,0,1,23,High
267197,4,1,1,1,2,15,High
885155,2,2,0,0,1,18,Medium
190350,9,1,2,0,0,16,Medium
82778,0,0,1,0,2,11,Low
106155,1,0,0,0,0,6,Low
479770,1,3,1,2,1,11,High
465563,1,0,0,0,0,15,Low
854647,1,2,1,1,2,1,High
198830,0,2,0,1,2,5,Medium
448088,1,0,2,0,1,13,Medium
112816,3,3,1,0,0,18,Medium
429664,6,3,2,0,0,24,High
913450,9,0,0,0,1,5,Medium
619460,4,0,2,1,0,8,High
113493,7,2,2,0,1,10,Medium
942640,8,4,0,1,2,5,High
811273,2,2,1,0,0,13,Medium
198954,0,2,1,0,0,13,Low
69966,1,2,0,1,2,14,Medium
162266,0,0,1,1,1,24,Low
843410,2,3,2,0,1,3,High
197696,0,2,1,0,0,9,Low
182545,3,2,1,1,2,17,Medium
361572,1,4,0,1,0,3,Medium
496005,8,0,1,1,2,9,High
133394,1,1,1,0,1,7,Low
701543,4,3,1,1,2,23,High
350881,7,0,1,0,2,3,High
167772,4,2,0,0,0,5,Low
720461,1,0,0,0,0,4,Low
109606,5,2,1,0,0,20,Medium
450442,2,0,1,1,1,24,Medium
257265,3,0,0,2,0,22,Medium
471323,1,0,0,1,0,18,Low
190020,0,2,0,1,0,9,Low
31492,2,2,1,2,1,22,Medium
602933,3,0,0,2,2,14,High
847395,3,2,2,2,2,15,High
358637,1,0,0,0,0,14,Low
477382,3,0,1,0,1,18,Medium
735597,9,3,0,2,2,19,High
30638,0,4,2,1,0,3,Medium
619911,8,3,0,0,1,15,High
887918,5,3,1,2,0,22,High
535214,0,0,0,0,0,17,Low
750712,7,1,2,0,1,15,High
220035,4,1,0,0,2,15,Medium
742013,7,4,2,1,0,23,High
31002,9,0,0,0,0,22,Low
207256,2,2,1,0,2,6,High
109101,1,4,1,0,0,15,Low
279021,3,2,0,2,0,13,High
516869,7,1,1,0,1,4,High
470174,8,1,0,0,1,2,Medium
167883,1,3,0,0,0,21,Low
498727,1,2,0,1,0,4,Medium
821620,1,0,0,2,1,7,Medium
524703,8,1,1,0,2,23,High
105332,9,1,0,1,0,9,Medium
848757,2,0,2,1,2,1,High
632357,0,1,0,0,0,4,Medium
179005,0,1,1,1,0,23,Low
578005,5,4,0,0,2,21,High
911913,5,4,2,2,0,11,High
120158,6,1,2,2,2,21,High
861741,1,2,1,0,0,18,Medium
40588,3,2,0,0,0,11,Low
444517,3,1,1,0,0,3,Medium
501327,8,0,1,0,0,22,Medium
172885,1,0,0,1,0,2,Low
314923,8,0,1,0,1,6,Medium
180014,4,3,0,2,0,8,Medium
24011,2,2,2,1,1,17,Medium
827944,8,0,1,2,0,6,High
62536,5,3,0,1,1,21,High
29068,4,0,0,0,1,3,Low
69738,0,4,1,1,2,21,Medium
759751,6,3,2,0,0,17,High
454478,0,0,0,1,0,14,Low
637801,0,2,0,1,1,23,Medium
24958,7,0,0,0,0,4,Low
507840,5,4,1,1,1,20,High
284601,1,0,2,2,0,2,Medium
118756,1,1,0,0,0,11,Low
245293,3,3,2,0,0,15,High
44729,1,1,2,0,0,13,Low
185129,7,0,0,0,0,5,Low
61284,1,0,2,1,0,12,Low
84626,1,1,2,0,0,4,Low
484482,1,0,1,0,1,8,Low
97333,1,2,1,0,1,8,Low
719597,1,2,1,1,0,1,High
595278,1,2,1,1,1,4,Medium
428752,1,0,1,2,1,24,Medium
387631,1,1,1,0,2,16,Medium
926120,8,0,1,0,1,24,High
130884,5,4,1,0,1,17,Medium
437960,4,3,1,0,1,24,High
930713,0,0,1,0,2,13,Medium
617446,1,2,0,0,2,10,Medium
445840,5,3,1,1,2,7,High
800564,0,0,2,1,1,24,Medium
143076,2,0,1,0,0,11,Low
730958,1,2,0,0,2,22,Medium
306211,5,4,0,2,0,11,High
151889,1,0,2,0,0,9,Low
385837,1,2,0,0,0,8,Low
522818,2,3,2,2,2,5,High
359758,0,0,1,0,1,24,Low
199340,7,2,1,0,1,19,Medium
132683,8,0,1,2,1,17,Medium
416053,4,4,0,0,0,0,High
878915,7,3,0,0,2,1,High
62581,3,0,2,1,0,3,Medium
25194,0,3,1,1,2,9,Medium
130283,3,1,0,1,2,21,Medium
814930,6,0,1,2,0,9,High
409289,4,4,1,0,0,5,Medium
274905,1,0,2,2,0,11,Medium
487823,1,0,0,0,1,11,Low
37158,3,0,1,0,1,9,Low
180809,8,3,1,0,0,3,Medium
53341,7,0,0,0,0,11,Low
82712,1,0,0,1,1,13,Low
897326,1,1,0,1,0,10,Medium
135064,5,0,1,2,0,20,Medium
93663,3,0,0,1,0,22,Low
489420,1,0,0,1,2,6,Medium
336837,3,3,0,0,0,9,Medium
161398,0,2,0,0,2,10,Low
990494,6,3,0,2,1,9,High
144887,9,3,2,2,2,14,High
451395,1,0,1,1,0,9,Medium
352643,1,2,1,2,0,13,Medium
124671,4,0,1,2,1,10,Medium
751769,5,1,0,0,1,7,High
169430,2,1,0,1,0,5,Medium
231724,2,3,2,1,0,16,High
606623,8,0,0,0,0,6,Medium
42878,2,1,0,1,1,24,Medium
806158,1,0,1,1,2,22,Medium
273267,6,3,2,0,1,24,High
537534,0,0,0,2,2,14,High
302790,0,2,0,2,0,11,Medium
465405,1,0,2,1,1,19,Medium
199869,1,2,0,1,1,8,Low
743300,8,0,0,1,1,7,High
273444,1,3,1,0,0,9,Medium
847837,8,0,0,0,2,4,High
905678,1,3,1,1,2,21,High
958143,3,2,0,0,2,14,High
122765,7,2,1,0,2,24,Medium
232891,6,2,1,0,0,9,Medium
420387,5,0,0,0,1,6,Medium
582656,3,1,1,0,1,22,High
23871,0,4,1,0,1,12,Medium
78475,3,0,0,0,1,4,Low
992660,4,0,1,1,0,21,Medium
988087,4,0,2,2,0,24,High
951686,2,0,1,0,2,6,High
443574,5,4,0,1,1,8,High
602787,0,0,1,1,1,16,Medium
344708,3,2,1,0,0,5,Medium
52143,1,0,1,0,0,23,Low
100857,3,2,0,2,0,4,Medium
100337,1,0,1,0,2,19,Low
283088,8,1,1,0,1,1,High
140522,0,1,0,1,0,8,Low
558451,0,2,0,1,1,16,Medium
85427,1,3,1,0,1,12,Medium
32850,5,0,2,1,0,21,Medium
100722,1,0,0,2,1,14,Low
85781,2,0,0,1,0,20,Low
636196,5,3,1,1,0,6,High
120585,1,3,0,0,1,17,Low
263217,0,0,0,0,1,10,Low
305238,6,4,1,0,0,1,High
207595,3,0,2,0,2,3,High
877549,2,2,0,0,1,3,Medium
679705,9,4,1,2,1,18,High
78407,9,0,0,1,2,4,Medium
302031,3,4,2,1,1,2,High
146875,0,2,0,0,2,3,Low
234382,8,0,0,1,1,20,Medium
128316,5,4,1,1,2,8,High
420706,4,2,0,0,2,6,Medium
344013,9,4,1,1,2,11,High
771930,8,2,2,2,1,1,High
66629,0,2,2,0,0,6,Low
342631,1,0,1,2,2,14,Medium
377574,8,2,2,0,0,10,High
288277,1,0,0,0,0,24,Low
164625,0,0,0,2,0,13,Low
488398,9,0,0,0,2,7,Medium
218311,0,0,1,0,1,21,Low
71645,4,3,0,2,0,0,High
63051,3,4,1,2,2,1,High
161835,8,2,1,2,0,2,High
85555,5,2,0,0,0,16,Medium
161503,0,2,1,1,0,13,Low
453434,8,3,1,2,0,13,High
75103,0,0,2,0,1,6,Low
155915,2,2,0,1,2,23,Medium
65256,0,0,1,2,0,3,Low
770937,1,3,0,2,1,11,High
179484,2,1,1,1,1,17,Medium
560236,1,2,2,0,1,5,Medium
625409,1,3,0,0,1,17,Medium
753079,6,3,2,1,1,6,High
871612,8,3,1,2,0,10,High
372053,2,0,1,0,1,7,Medium
360083,4,0,2,1,0,10,Medium
579656,6,4,1,2,0,23,High
161826,0,4,0,0,0,10,Low
327003,6,0,0,2,0,5,High
183769,9,0,0,1,0,14,Medium
81265,2,0,0,0,1,4,Low
81753,2,0,0,0,1,3,Low
311280,2,1,1,1,1,16,High
83879,0,4,0,0,1,17,Low
242895,7,3,1,0,2,11,High
194985,3,0,0,0,0,24,Low
111061,7,4,0,0,1,23,Medium
89830,0,0,1,0,2,16,Low
69476,0,0,1,1,0,13,Low
356564,1,0,1,2,2,0,High
215921,7,0,1,0,2,2,High
109743,8,0,1,2,1,17,Medium
21207,0,4,2,1,1,14,Medium
54889,0,0,0,0,0,11,Low
94659,1,2,1,0,0,3,Low
58028,6,1,1,2,0,3,High
73441,1,1,0,0,1,7,Low
199121,7,2,0,1,0,8,Medium
90592,1,0,2,1,0,12,Low
71689,3,2,0,0,0,7,Low
865660,1,0,0,2,0,10,Medium
803819,0,2,2,1,1,9,High
461965,6,2,2,0,1,11,High
191066,3,0,1,0,0,22,Low
381556,1,1,2,0,2,24,Medium
509232,1,2,0,0,2,23,Medium
414061,3,1,2,1,1,10,High
159102,0,4,2,0,2,24,Medium
88772,6,1,1,1,1,22,Medium
61451,2,2,1,0,0,11,Medium
339200,2,4,2,0,2,6,High
30662,6,0,0,0,0,18,Low
898119,1,0,0,0,0,24,Low
887491,8,0,1,2,2,1,High
287800,4,2,0,1,0,10,Medium
84197,2,2,0,1,0,11,Medium
307691,2,2,2,1,0,3,High
296993,0,2,1,2,1,23,Medium
816273,0,2,2,1,0,10,High
129767,7,3,1,1,0,12,High
964323,5,4,1,2,1,14,High
142537,0,4,0,0,1,9,Low
902894,9,4,2,0,1,16,High
436104,6,2,0,2,1,23,High
164201,0,2,0,0,0,2,Low
585318,2,2,1,1,2,20,High
322128,7,0,1,0,0,13,Medium
612278,2,3,0,0,1,8,High
801738,3,1,1,2,2,23,High
307654,9,4,2,1,1,22,High
229272,1,0,1,0,1,14,Low
192648,9,0,2,1,0,2,Medium
306441,0,1,2,1,2,18,High
176131,4,1,2,0,0,23,Medium
612050,0,4,1,0,1,4,Medium
473222,1,0,0,1,0,13,Low
622565,2,3,0,0,1,11,High
484049,0,1,0,0,0,19,Low
20294,3,1,1,2,1,14,Medium
164378,0,2,0,1,0,11,Low
575185,6,4,2,2,2,18,High
486918,6,1,1,0,1,15,High
568136,9,0,2,0,2,24,High
335244,3,0,0,0,1,3,Medium
52126,1,0,2,0,0,17,Low
612769,8,2,2,1,2,2,High
171744,1,2,0,0,1,22,Low
499902,3,3,2,1,0,6,High
99944,1,0,0,0,1,8,Low
81844,0,3,1,0,0,13,Low
88798,2,2,1,1,1,7,Medium
580670,2,3,0,0,2,5,High
315673,0,0,0,1,0,20,Low
176309,8,2,1,0,1,21,Medium
818406,4,4,0,1,1,20,High
824277,8,2,0,2,1,16,High
865085,0,2,0,1,0,0,Medium
775940,5,4,1,1,0,12,High
146534,1,0,0,2,0,20,Low
169712,4,4,1,0,1,18,Medium
36552,0,1,1,1,0,5,Low
654191,3,0,1,2,1,10,High
403823,7,3,2,1,0,3,High
478407,7,0,1,0,1,23,Medium
59633,1,0,2,0,1,14,Low
232959,4,2,0,1,0,11,Medium
20895,1,2,1,0,1,15,Low
917531,0,4,2,0,1,7,High
911450,0,1,1,1,1,13,Medium
52844,9,1,1,0,1,7,Medium
70468,2,1,2,1,1,17,Medium
193804,2,4,0,1,1,18,Medium
274055,1,1,0,0,0,7,Low
